UPC,BU,PepsiBrand,SubBU,BrandSource,IsPepsiProduct,IsPepsiProductOld
4100020822,Beverages,Lipton,PBC,JV,True,False
4100020820,Beverages,Lipton,PBC,JV,True,True
4100020825,Beverages,Lipton,PBC,JV,True,True
5010000065,Quaker,Pasta Roni,Quaker,Corporate,False,False
5010000067,Quaker,Pasta Roni,Quaker,Corporate,False,False
5010000066,Quaker,Pasta Roni,Quaker,Corporate,False,False
3304900023,FLNA,Lay's Kettle Cooked,FLNA,Corporate,False,False
85323700300,Quaker,Pasta Roni,Quaker,Corporate,False,False
85323700301,Quaker,Pasta Roni,Quaker,Corporate,False,False
3000020123,Quaker,Mother's,Quaker,Corporate,True,True
3000016801,Quaker,Mother's,Quaker,Corporate,True,True
1200003245,Beverages,Mountain Dew,PBC,Corporate,True,True
1200080996,Beverages,Mountain Dew,PBC,Corporate,True,True
1200010606,Beverages,Mountain Dew,PBC,Corporate,True,True
1200000088,Beverages,Mountain Dew,PBC,Corporate,True,True
1200050408,Beverages,Mountain Dew,PBC,Corporate,True,True
1200000849,Beverages,Mountain Dew,PBC,Corporate,True,True
1200001593,Beverages,Mountain Dew,PBC,Corporate,True,True
1200059159,Beverages,Mountain Dew,PBC,Corporate,True,True
1200080386,Beverages,Mountain Dew,PBC,Corporate,True,True
1200000233,Beverages,Mountain Dew,PBC,Corporate,True,True
